comuna;zona;sexo;edad;ecivil;educ;activ;P1;P2;P3;P4;P5;P6;P7;Y1;Y2;Ytot;Ytot2
Alto Hospicio;Urbano;Hombre;28;Soltero(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;610000;0;610000;610000
Alto Hospicio;Urbano;Hombre;54;Casado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;640000;0;840000;390000
Alto Hospicio;Urbano;Mujer;45;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;No;N10;698333;0;698333;213333
Alto Hospicio;Urbano;Hombre;39;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;970000;0;1170000;690000
Alto Hospicio;Urbano;Mujer;34;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;757537;12000;969537;216667
Alto Hospicio;Urbano;Hombre;58;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N5;734430;0;914430;290000
Alto Hospicio;Urbano;Hombre;43;Casado(a);Sin Educ. Formal;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N9;770000;53000;1023000;480000
Alto Hospicio;Urbano;Hombre;47;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;500000;0;600000;500000
Alto Hospicio;Urbano;Mujer;58;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;1306683;15890;1522573;200000
Alto Hospicio;Urbano;Hombre;48;Casado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;600000;0;800000;600000
Alto Hospicio;Urbano;Mujer;49;Separado(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;S’;N8;420000;44622;464622;270000
Alto Hospicio;Urbano;Hombre;27;Conviviente o pareja;TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N9;1000000;0;1250000;1000000
Alto Hospicio;Urbano;Mujer;45;Separado(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N4;1802000;0;1982000;300000
Alto Hospicio;Urbano;Mujer;46;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;150000;48047;358047;150000
Alto Hospicio;Urbano;Hombre;36;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;870000;8590;878590;600000
Alto Hospicio;Urbano;Hombre;49;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;No;N8;1013000;10000;1023000;252000
Alto Hospicio;Urbano;Hombre;48;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;6560000;0;6560000;860000
Alto Hospicio;Urbano;Mujer;43;Anulado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;710000;6500;966500;510000
Alto Hospicio;Urbano;Mujer;49;Soltero(a);M. Hum. Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;No;N5;700000;0;830000;300000
Alto Hospicio;Urbano;Mujer;32;Divorciado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;500000;0;650000;300000
Alto Hospicio;Urbano;Mujer;38;Separado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;300000;10890;490890;300000
Alto Hospicio;Urbano;Hombre;55;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;980000;0;1160000;580000
Alto Hospicio;Urbano;Mujer;56;Separado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;630000;5000;785000;320000
Alto Hospicio;Urbano;Mujer;54;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;No;N6;100000;82058;332058;100000
Alto Hospicio;Urbano;Mujer;42;Conviviente o pareja;M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;365000;10000;525000;365000
Alto Hospicio;Urbano;Mujer;40;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1176473;9762;1336235;380000
Alto Hospicio;Urbano;Hombre;42;Separado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;622500;0;622500;622500
Alto Hospicio;Urbano;Mujer;51;Conviviente o pareja;Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N6;1200000;0;1350000;600000
Alto Hospicio;Urbano;Hombre;29;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En otra comuna;S’;S’;N5;560000;0;560000;560000
Alto Hospicio;Urbano;Hombre;43;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N8;693300;0;823300;693300
Alto Hospicio;Urbano;Hombre;50;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;500000;12793;692793;250000
Alto Hospicio;Urbano;Mujer;43;Separado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N8;627000;7890;634890;477000
Alto Hospicio;Urbano;Hombre;24;Casado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;525000;0;705000;525000
Alto Hospicio;Urbano;Mujer;26;Soltero(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N8;200000;3200;355200;200000
Alto Hospicio;Urbano;Hombre;20;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N8;956667;0;956667;619167
Alto Hospicio;Urbano;Mujer;39;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;620000;0;750000;620000
Alto Hospicio;Urbano;Hombre;28;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;375000;8626;383626;215000
Alto Hospicio;Urbano;Hombre;36;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;360000;39009;519009;360000
Alto Hospicio;Urbano;Hombre;59;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;400000;12930;412930;400000
Alto Hospicio;Urbano;Mujer;66;Divorciado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;318000;0;318000;200000
Alto Hospicio;Urbano;Mujer;37;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1562500;0;1762500;554167
Alto Hospicio;Urbano;Hombre;41;Casado(a);B‡sica Compl.;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;700000;0;950000;700000
Alto Hospicio;Urbano;Hombre;27;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;No;N9;450000;14626;464626;450000
Alto Hospicio;Urbano;Mujer;46;Soltero(a);B‡sica Compl.;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;No;No;N3;280000;7000;407000;280000
Alto Hospicio;Urbano;Hombre;59;Soltero(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;400000;0;650000;400000
Alto Hospicio;Urbano;Hombre;48;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N6;393333;82058;475391;393333
Alto Hospicio;Urbano;Hombre;60;Separado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N10;908333;0;908333;908333
Alto Hospicio;Urbano;Hombre;61;Separado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N10;2300000;7542;2307542;1500000
Alto Hospicio;Urbano;Hombre;39;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;625000;0;825000;625000
Alto Hospicio;Urbano;Mujer;34;Soltero(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1300000;0;1550000;1300000
Alto Hospicio;Urbano;Mujer;36;Separado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N8;1073000;0;1073000;873000
Alto Hospicio;Urbano;Hombre;20;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N8;637000;0;867000;637000
Alto Hospicio;Urbano;Hombre;29;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N8;700000;0;700000;700000
Alto Hospicio;Urbano;Mujer;47;Separado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En otro pa’s;No;S’;N10;415417;0;415417;205417
Alto Hospicio;Urbano;Mujer;38;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;1673068;0;1673068;580000
Alto Hospicio;Urbano;Mujer;45;Divorciado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N8;950000;82058;1032058;300000
Alto Hospicio;Urbano;Hombre;28;Casado(a);TŽcnico Nivel Superior Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N8;788000;0;788000;518000
Alto Hospicio;Urbano;Hombre;60;Viudo(a);Sin Educ. Formal;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;270000;0;1970010;180000
Alto Hospicio;Urbano;Hombre;55;Separado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;450000;0;700000;450000
Alto Hospicio;Urbano;Hombre;60;Casado(a);M. TŽc. Prof. Incompleta;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1000000;0;1250000;500000
Alto Hospicio;Urbano;Hombre;35;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N10;1212500;0;1212500;708333
Alto Hospicio;Urbano;Hombre;24;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N1;400000;0;400000;400000
Alto Hospicio;Urbano;Mujer;39;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1820000;0;1990000;220000
Alto Hospicio;Urbano;Hombre;46;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;400000;7000;657000;200000
Alto Hospicio;Urbano;Hombre;43;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;577500;0;727500;577500
Alto Hospicio;Urbano;Hombre;69;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena y otra (doble nacionalidad);En otra comuna;S’;No;N9;1466666;0;1466666;608333
Alto Hospicio;Urbano;Hombre;52;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N6;1766667;0;2016667;1412500
Alto Hospicio;Urbano;Mujer;48;Soltero(a);M. TŽc Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;No;S’;N8;310000;0;510000;200000
Alto Hospicio;Urbano;Mujer;32;Soltero(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N7;1805000;3958;2058958;405000
Alto Hospicio;Urbano;Mujer;41;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;262500;9000;621500;250000
Alto Hospicio;Urbano;Mujer;46;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;200000;31000;331000;150000
Alto Hospicio;Urbano;Hombre;50;Conviviente o pareja;TŽcnico Nivel Superior Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;1390000;0;1640000;1000000
Alto Hospicio;Urbano;Hombre;49;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;902083;25878;1227961;410000
Alto Hospicio;Urbano;Mujer;25;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;240000;35878;275878;210000
Alto Hospicio;Urbano;Hombre;40;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;472000;0;472000;360000
Alto Hospicio;Urbano;Mujer;47;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;420000;0;420000;220000
Alto Hospicio;Urbano;Mujer;20;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N7;310000;0;560000;60000
Alto Hospicio;Urbano;Hombre;45;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1518333;0;1768333;810000
Alto Hospicio;Urbano;Mujer;31;Casado(a);Profesional Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1537499;0;1537499;608333
Alto Hospicio;Urbano;Hombre;49;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N7;732500;1673;734173;374167
Alto Hospicio;Urbano;Hombre;43;Soltero(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;S’;N10;2930000;0;2930000;1310000
Alto Hospicio;Urbano;Mujer;39;Soltero(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;260000;26752;406752;200000
Alto Hospicio;Urbano;Mujer;25;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N1;150000;60461;410461;150000
Alto Hospicio;Urbano;Mujer;24;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;699167;10588;709755;305000
Alto Hospicio;Urbano;Mujer;42;Viudo(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;699167;10588;709755;324167
Alto Hospicio;Urbano;Mujer;29;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;230000;25878;405878;150000
Alto Hospicio;Urbano;Mujer;39;Conviviente o pareja;B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;320000;33878;473878;50000
Alto Hospicio;Urbano;Mujer;65;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N2;140000;82058;342058;140000
Alto Hospicio;Urbano;Hombre;35;Casado(a);M. TŽc Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N10;160000;0;160000;160000
Alto Hospicio;Urbano;Hombre;53;Separado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N9;600000;17252;737252;600000
Alto Hospicio;Urbano;Hombre;75;Viudo(a);B‡sica Incom.;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;70000;84912;274912;70000
Alto Hospicio;Urbano;Mujer;32;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;253000;132112;505112;93000
Alto Hospicio;Urbano;Mujer;57;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N3;260000;5000;345000;260000
Alto Hospicio;Urbano;Hombre;54;Soltero(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;40000;0;190000;40000
Alto Hospicio;Urbano;Hombre;37;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;1300000;0;1450000;1300000
Alto Hospicio;Urbano;Mujer;29;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;120000;0;280000;120000
Alto Hospicio;Urbano;Mujer;30;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;500000;53130;653130;250000
Alto Hospicio;Urbano;Mujer;34;Conviviente o pareja;M. TŽc Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N10;800000;0;950000;300000
Alto Hospicio;Urbano;Mujer;43;Separado(a);B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N5;440000;30878;570878;240000
Alto Hospicio;Urbano;Hombre;58;Conviviente o pareja;M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N10;568666;35045;723711;344333
Alto Hospicio;Urbano;Mujer;53;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;S’;N1;400000;17252;417252;340000
Alto Hospicio;Urbano;Mujer;31;Separado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;310000;62504;372504;210000
Alto Hospicio;Urbano;Mujer;24;Soltero(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;S’;N10;270000;17252;287252;270000
Alto Hospicio;Urbano;Hombre;47;Soltero(a);M. Hum. Incompleta;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;400000;3000;553000;400000
Alto Hospicio;Urbano;Mujer;29;Conviviente o pareja;M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;250000;51963;401963;250000
Alto Hospicio;Urbano;Mujer;31;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;NS/NR;201667;17252;338919;201667
Alto Hospicio;Urbano;Hombre;40;Conviviente o pareja;M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N7;500000;14546;514546;250000
Alto Hospicio;Urbano;Mujer;38;Soltero(a);B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N10;220000;48462;368462;150000
Alto Hospicio;Urbano;Mujer;31;Casado(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;210000;21835;331835;210000
Alto Hospicio;Urbano;Hombre;52;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;120000;94058;314058;120000
Alto Hospicio;Urbano;Mujer;35;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;502083;121188;723271;100000
Alto Hospicio;Urbano;Hombre;60;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;505000;0;605000;370000
Alto Hospicio;Urbano;Mujer;49;Separado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;280000;35610;315610;250000
Alto Hospicio;Urbano;Mujer;25;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;NS/NR;780000;97058;1077058;181667
Alto Hospicio;Urbano;Hombre;29;Casado(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N9;400000;0;700000;400000
Alto Hospicio;Urbano;Mujer;38;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N2;210000;42545;452545;210000
Alto Hospicio;Urbano;Mujer;59;Separado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;1750000;20000;1870000;300000
Alto Hospicio;Urbano;Mujer;48;Separado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;581667;0;731667;201667
Alto Hospicio;Urbano;Hombre;38;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N10;500000;0;650000;250000
Alto Hospicio;Urbano;Mujer;26;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;511667;34504;546171;211667
Alto Hospicio;Urbano;Mujer;23;Conviviente o pareja;M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;471667;51861;523528;120000
Alto Hospicio;Urbano;Mujer;53;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;410000;0;530000;130000
Alto Hospicio;Urbano;Mujer;33;Separado(a);M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N9;230000;34504;264504;200000
Alto Hospicio;Urbano;Hombre;48;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;460000;34504;624504;280000
Alto Hospicio;Urbano;Hombre;60;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N2;200000;0;330000;200000
Alto Hospicio;Urbano;Hombre;29;Soltero(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N6;705833;0;705833;705833
Alto Hospicio;Urbano;Mujer;29;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;160000;21210;331210;160000
Alto Hospicio;Urbano;Hombre;45;Conviviente o pareja;M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N8;260000;212620;672620;260000
Alto Hospicio;Urbano;Mujer;28;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;No;No;N9;330000;0;330000;300000
Alto Hospicio;Urbano;Mujer;57;Casado(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1230083;15000;1425083;250000
Alto Hospicio;Urbano;Hombre;30;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N10;354167;34504;488671;354167
Alto Hospicio;Urbano;Hombre;57;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;510000;5000;695000;260000
Alto Hospicio;Urbano;Mujer;29;Soltero(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;200000;0;350000;200000
Alto Hospicio;Urbano;Hombre;79;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;200000;108210;508210;200000
Alto Hospicio;Urbano;Mujer;53;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;421667;0;601667;200000
Alto Hospicio;Urbano;Mujer;30;Soltero(a);TŽcnico Nivel Superior Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;130000;17252;267252;60000
Alto Hospicio;Urbano;Mujer;38;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;245000;0;375000;245000
Alto Hospicio;Urbano;Hombre;52;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;450000;0;600000;250000
Alto Hospicio;Urbano;Mujer;52;Viudo(a);B‡sica Incom.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N10;400000;0;400000;350000
Alto Hospicio;Urbano;Hombre;38;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N10;865000;23294;1068294;458333
Alto Hospicio;Urbano;Hombre;47;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N7;500000;0;750000;500000
Alto Hospicio;Urbano;Hombre;34;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;No;N10;500000;5019;505019;500000
Alto Hospicio;Urbano;Hombre;42;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N10;550000;62381;762381;550000
Alto Hospicio;Urbano;Mujer;49;Soltero(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N3;120000;35236;235236;120000
Alto Hospicio;Urbano;Hombre;25;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N10;304167;25878;330045;304167
Alto Hospicio;Urbano;Hombre;53;Separado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;No;N10;600000;0;600000;600000
Alto Hospicio;Urbano;Hombre;44;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N3;390000;50838;440838;180000
Alto Hospicio;Urbano;Mujer;34;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;230000;25878;385878;230000
Alto Hospicio;Urbano;Hombre;43;Casado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N9;701250;0;851250;350000
Alto Hospicio;Urbano;Hombre;49;Soltero(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;900000;0;1050000;900000
Alto Hospicio;Urbano;Hombre;38;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;No;N9;1605000;0;1825000;600000
Alto Hospicio;Urbano;Hombre;37;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;1120000;13019;1383019;600000
Alto Hospicio;Urbano;Mujer;35;Soltero(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N2;220000;0;370000;220000
Alto Hospicio;Urbano;Hombre;38;Conviviente o pareja;M. Hum. Completa;Desocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;200000;0;350000;200000
Alto Hospicio;Urbano;Hombre;36;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;550000;46504;846504;550000
Alto Hospicio;Urbano;Mujer;39;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N10;180000;0;270000;80000
